Grupo,Familia,Articulo
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FENILBUTAZONA DE 5 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FENOBARBITAL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FENOBARBITAL DE 15 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FENTANIL DE 0.5 MG.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FITOMENADIONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PARAMETASONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FLUCONAZOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FLUROGLUCINOL + TRIMETILFLOROGLUCINOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FLUNITRACEPAM
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FLUNITRACEPAM DE 5 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FLUOCINOLONA AL 5 POR CIENTO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FLUOFENAZINA DE 25 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FLUORACILO DE 250 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FOSFATO DE CLINDAMICINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FOSFATO DE CLINDAMICINA DE 300 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FOSFATO DE CLINDAMICINA DE 600 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FOSFATO DE POTASIO DE 4.65 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FOSFATO Y CITRATO DE SODIO DE 10 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FUMARATO FERROSO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FUMARATO FERROSO DE 29 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FURAZOLIDONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FUROSEMIDA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FUROSEMIDA DE 20 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FUROSEMIDA DE 40 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GAMAGLOBULINA HUMANA IV
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GENTAMICINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GENTAMICINA DE 20 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GENTAMICINA DE 80 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GIBENCLAMIDA   DE 5 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GLUCONATO  DE CALCIO AL 20%
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GLUCOSA AL 10 %
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GLUCOSA AL 5%
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GLUCOSA AL 50%
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GONADOTROPINA DE 5000 U.I
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GRISEOFULVINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GRISEOFULVINA DE 125 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HALOPERIDOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HALOPERIDOL DE 5 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HALOPERIDOL GOTAS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HARIANDE SOYA AL 100%
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HARTMAN
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SOLUCION HARTMAN
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HEPARINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HEPARINA DE 5000 U.I.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HIALURONATO SODICO 10 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HIDRALAZINA  DE 200 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HIDROCORTIZONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HIDROCORTIZONA (USAR PROG 017 008 289)
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HIDROXICINA DE 10 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HIDROXOCOBALAMINA DE 5000 U.I.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,IMIPENEM DE 500 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,IMIPRAMINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,IMIPRAMINA DE 25 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,INDOMETACINA DE 25 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,INMUNO GLOBULINA HUMANA  H RHO 330 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,INMUNO GLOBULINA TETANICA DE 250 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,INSULINA ACCION INTERMEDIA DE U 100 NPHN DE 1000 U
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,INSULINA ACCION RAPIDA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,INSULINA ACCION RAPIDA REGULAR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,INSULINA DE ACCION INTER.U 100 BOVINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,INSULINA LENTA LV-100 DE 1000 U.I.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,INSULINA LENTA U 100 DE 1000 U.I.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,INTERFERON  10000000 DE U.I.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ISONIAZIDA DE 100 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ISORBIDE DE 10 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DINITRATO ISOSORBIDE
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ITRACONAZOL DE 100 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,KETAMINA DE 500 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,KETOCONAZOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,KETOCONAZOL DE 2 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,KETOCONAZOL DE 200 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,KETOPROFENO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,KETOROLACO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,KETOROLACO DE 30 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,KETOROLACO + TROMETAMINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,KETOTIFENO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PARACETAMOL + CAFEINA + PSEUDOEFEDRINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,KLARICID HP DE 500 MGS.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,L ALFA METILDOPA DE 250 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LANATOSIDO DE 0.4 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LEVODOPA Y CARBIDOPA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LEVOMEPROMACINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LEVOMEPROMACINA DE 25 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LIDOCAINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LIDOCAINA AL 2 %
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LIDOCAINA AL 2 % CON EPINEFRINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LIDOCAINA AL 5%
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LINCOMICINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LINDANO 1 GR+LIDOCAINA 2 GS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LIPIDOS INTRAVENOSOS SOYA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LIPIDOS INTRAVENOSOS AL 20%  SOYA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LISINOPRIL ANHIDRO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LISINOPRIL ANHIDRO DE 20 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LISINOPRIL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LOMEFLOXACINA DE 400 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LOMUSTINA DE 10 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MALEATO DE CLORFENIRAMINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MALEATO DE CLORFENIRAMINA DE 12 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MALEATO DE CLORFENIRAMINA DE 4 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MALEATO DE CLORFENIRAMINA DE 8 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MALEATO DE ENALAPRIL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MALEATO DE ENALAPRIL DE 20 MGS.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MALEATO DE ERGONOVINA DE O.2 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MANITOL AL 20% DE 50 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MEBENDAZOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MELFALANO DE 2 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MEPERIDINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MEPERIDINA DE 25 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MERCAPTOPURINA DE 50 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METAMIZOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METAZOLONA DE 10 MG.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METERAMINA DE 500 MG.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METIL PREDNIZOLONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METOCLOPRAMIDA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METOCLOPRAMIDA DE 25 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METOCLOPRAMIDA DE 10 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METOPROLOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METRONIDAZOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METRONIDAZOL + NISTATINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METRONIDAZOL DE 250 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METRONIDAZOL DE 250 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METRONIDAZOL DE 500 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MICONAZOL DE 200 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MIDAZOLAM
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MIDAZOLAM DE 7.5 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MITOMICINA DE 5 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MULTIVINAMINICO PARA INFLUCION ADULTO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MULTIVINAMINICO PEDIATRICO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NAFAZOLIDINA AL 2%
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NALBUFINA  DE 10 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NAPROXEN
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NAPROXEN DE 275 MG.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NAPROXEN SODICO + PARACETAMOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NEOMICINA DE 250 MG.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NEOMICINA POLIMIXINA B Y BACITRICINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NEOMICINA POLIMIXINA Y PREDNISONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NEOMICINA POLIMIXINA B Y FLUOCINOLONA .
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NEOMICINA POLIMIXINA B  Y GRAMICIDINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NEOSTIGMINA DE.5 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NIFEDIPINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NISTATINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NISTATINA DE 100000 U.I.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NISTATINA DE 500 000 U.I.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NISTATINA DE 500 U.I.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NISTATINA DE 5000 U.I.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NISTATINA TOPICA DE 100 000 U I.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NITRATO DE MICONAZOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NITRATO DE ISOCONAZOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NITRODISC DE 10 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NITROFURANTOINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NITROFURAZONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NITROFURAZONA DE 0.5 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NITROFURAZONA DE 100 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NITROGLICERINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NITROPRUSIATO SODICO DE 50 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NORFLOXACINA DE 400 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,OFLOXACINA DE 150 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,OLEATO DE COBRE DE.012 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,OMEPRAZOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ONDANSETRON
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,OXIDO DE ZINC
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,OXIMETAZOLINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,OXITETRACICLINA DE 100 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,OXITOCINA DE 50 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,OXITOCINA SINTETICA DE 5 UI
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PALMITATO DE CLORANFENICOL SUSPENSION
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PARACETAMOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PEFLOXACINA DE 400 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PENICILAMINA DE 250 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PENICILINA BENZATINICA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PENICILINA G PROCAINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PENICILINA G PROCAINA DE 800 000 U
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PENICILINA G SODICA + G PROCAINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PENICILINA G SODICA CRISTALINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PENICILINA G POTASICA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PENTOXIFILINA DE 400 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PLATINO DE 100 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PODOFILINA AL 5 %
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,POLIMERIZADO DE GELATINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PRAZIQUANTEL DE 600 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PRAZOSINA DE 1 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PREDNIZONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GENFIBROZIL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PRILOCAINA 54 MG+FELIPRESINA 0.054 U.I.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PROCARBACINA DE 50 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PROPAFENONA DE 300 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ETOFENAMATO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PROPANOLOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PROPOFOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PSEUDOEFEDRINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PSEUDOEFEDRINA DE 600 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PSYLLIUM PLANTAGO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,RANITIDINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,RANITIDINA DE 150 MG.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,RANITIDINA DE 300 MG.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,RANITIDINA DE 50 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,RIFAMPICINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ROXITROMICINA DE 150 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SALBUTAMIDA DE 0.5 MG.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SALBUTAMOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SALBUTAMOL DE 2 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SALBUTAMOL DE 5 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SALES DE POTASIO EFERVECENTES DE 500 GRS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SERO-ALBUMINA HUMANA DE 12.5 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SOLUCION RUBIN CALCAGNO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SOLUCION FISIOLOGICA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SOLUCION MANITOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SOLUCION. DIALISIS PERITONEAL AL 1.5%
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SOMATROPINA DE 4 U.I.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SUCCINILCOLINA DE 40 MG.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SUCRALFATO DE 1 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULBACTAM
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ACEMETACINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULBACTAM DE 500 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFADIACINA DE PLATA MICRONIZADA DE 1 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFASALAZINA DE 0.5 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFATO DE AMIKACINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFATO DE AMIKACINA DE 500 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFATO DE ATROPINA DE 1 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFATO DE BARIO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFATO DE COBRE 17.70 SULFATO ZINC 61.95 Y ALCANF
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFATO DE EFEDRINA DE 50 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFATO DE MAGNESIO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFATO DE ORCIPRENALINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ORCIPRENALINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFATO DE POLIMIXINA AL 2%
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFATO DE PROTAMINA DE 50 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFATO FERROSO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SUBSALICILATO DE BISMUTO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFATO FERROSO DE 200 MGS.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFATO FERROSO DE 75 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFATO TERBUTALINA + GUAIFENESINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TAMOXIFENO DE 20 MGS.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TEOFILINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TERBUTALINO DE 5 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TERFENADINA 60 MG + PSEUDOEFEDRINA 120 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TETRACICLINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TETRACICLINA DE 250 MGS.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TIOPENTAL SODICO DE .0.5 GR.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TIROXINA 100 MCGR Y TRIYODOTIRONINA 20 MCGR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TOLBUTAMIDA DE .O5 MG.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TOLNAFTATO DE 1 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRAVASOL AMINOACIDOS CON ELECTROLITOS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRAVASOL DE SOYA AL 10 %
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRIFLUOPERAZINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRIFLUOPERAZINA DE 5 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRIHIDROXIBENCENO + TRIMETOXIBENCENO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRIHIDROXIBENCENO 40 MG + TRIMETOXIBENCENO 0.04 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRIMEBUTINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRIMEBUTINA DE 50 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRIMETOPRIM + SULFAMETOXAZOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRIMETOPRIM 80 MG+ SULFAMETOXAZOL 60 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRIMETOPRIM 800 MGS + SULFAMETOXAZOL 4000 MGS SUS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRIMETOPRIM 400 MGS. + SULFAMETOXAZOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRIYODOTIRONINA DE 20 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VALPROATO MAGNESICO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VERAPAMIL DE 25 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VINBLASTINA DE 10 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VINCRISTINA DE 1 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VITAMINA A 50 000 U.I.
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VITAMINA A 5000 U VITAMINA D 1000 U ACIDO ASCORBIC
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VITAMINA C
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VITAMINA A D2 E ACEITE HIG DE B CLOR BENZAL OXIDO ZINC
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VITAMINA E
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HIDROCOBALAMINA+MONONIT TIAMINA+CLORHID PIRIDOXINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MUPIROCIN
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VITAMINA K
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VITAMINA K1
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VITAMINAS A C Y D SOL ORAL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VITAMINAS Y MINERALES
