Grupo,Familia,Articulo
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,WARFARIN SODICO DE 5 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,YODOCLOROHIDROXIDOQUINOLEINA DE 30 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HORMONAS MIXTAS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FLUOXETINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HALOPERIDOL DE 10 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LEVOMEPROMAZINA DE 25 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TIORIDAZINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TIORIDAZINA DE 100 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRIHEXIFENIDILO DE 5 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VALPROATO DE MAGNESIO DE 400 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRIMETOPRIM 160 MG + SULFAMETOXAZOL 800 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METRONIDAZOL + DIYODOHIDROXIQUINOLEINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NAPROXENO SODICO + CLORHIDRATO DE PSEUDOEFEDRINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HIDROX.ALUMINIO+HIDROX.MAGNESIO+DIMETILPOLISILOXAN
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HIDROXIDO ALUMINIO+HIDROXIDO MAGNESIO+DIMETICONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DICLOXACILINA 500 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,N-BUTILBROMURO DE HIOSCINA 10 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PROGESTERONA IM
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO DE CLOROPIRAMINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LANSOPRAZOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FUROSEMIDA 20 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PROTEINSUCCINILATO DE HIERRO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO DE LOPERAMIDA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO DE TETRACAINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LINDANO DE 1 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TIAMINA DE 300 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ERGOCALCIFEROL (VITAMINA D)
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRIMETOPRIM 40 MG + SULFAMETOXAZOL 200 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,BROMURO DE IPRATROPIO 20 MCG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DIPROPIONATO DE BECLOMETASONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NIFEDIPINO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORURO BUTILHIOSCINA10MG+CLONIXINATO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DIPIRONA SODICA DE 1 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NIMESULIDE
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,N-BUTILBROMURO DE HIOSCINA + DIPIRONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,RIFAMICINA SV AL 1%
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO PARGEVERINA .005GR+DIPIRONA MAG .300GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,N-BUTILBROMURO DE HIOSCINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METILERGOMETRINA 0.2 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORH. MECLOZINA 25MG+ CLORH. PIRIDOXINIO 50MG+ LIDOINA 20MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO DE NAFAZOLINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ACIDO BORICO+TETRABORATO SODIO+CLORURO SODIO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DICLOXACILINA SODICA MONOHIDRATADA 500 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TIORIDAZINA DE 10 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PENFLURIDOL DE 20 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,OXITETRACICLINA + POLIMIXINA B
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ACIDO ACETILSALICILICO (USAR PROG 017 008 019)
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,BUTILHIOSCINA + METAMIZOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CARBAMAZEPINA DE 400  MGS (USAR PROG. 017 008 091)
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FENITOINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NORPRAMIN DE 25 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ERITROMICINA DE 500 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SOLUCION GLUCOSADA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GLIBENCLAMIDA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SALBUTAMOL AEROSOL DE 17 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SUBSALICILATO DE BISMUTO DE 262 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TETRACICLINA DE 250 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,POLIVITAMINICO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLOTRIMAZOL CREMA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FLOROGLUCINOL 40 MG + TRIMETILFLOROGLUCINOL .04 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO DE PAPAVERINA 100 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DEXAMETASONA + POLIMIXINA + NEOMICINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ESTROGENOS CONJUGADOS 0.25 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GRISEOFULVINA DE 250 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LINCOMICINA DE 500 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ACIDO VALPROICO (USAR PROG 017 008 031)
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GLICEROL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORMADINONA DE 5 MGS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORMADINONA DE 2 MG + MESTRANOL 80 MCG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ALPRAZOLAM
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PAROXETINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,AMOXICILINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLOROPROMACINA DE 25 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PERFENACINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,BENZOATO DE BENCILO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CAPTOPRIL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORANFENICOL 2.50GR+BENZOCAINA 2GR+HIDROCORTIZONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO MONOHIDRATADO DE CLINDAMICINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DEXAMETASONA + NEOMICINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO DE ETILEFRINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,REBOTEXINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ESTREPTOQUINASA 10000 UI + ESTREPTODORNASA 2500 UI
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HALCINONIDO 100MG+NISTATINA 10000000U+NEOMICINA250
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,KETANSERINA DE 2 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LEVOCARBASTINA DE 50 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LORATADINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MULTIVITAMINICO CON MINERALES
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO DE METFORMINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PERITIONATO DE ZINC 120 ML
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PANTOPRAZOL 40 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NAPROXEN 250 MG + CARISOPRODOL 200 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,QUINFAMIDA 100 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRIBENOSIDO 5 GR + LIDOCAINA 2 GR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VITAMINAS B Y C
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VITAMINA B12 + E + FUMARATO FERROSO 600 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SOLUCION DEXTROZA AL 50%
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SOLUCION MIXTA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ACIDO PIPEMIDICO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ZIDOVUDINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,IMIPRAMINA 10 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PENICILINA G CLEMIZOL+PENICILINA G SODICA CRISTALINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SALBUTAMOL 0.1176 GR+DIPROPIONATO DE BLECOMETASONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLOBAZAM DE 20 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CICLOSPORINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SERTRALINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CEFADROXILO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NIFUROXACIDA DE 200 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PIROXICAM
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PIROXICAM DE 20 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,IBUPROFENO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TOPIRAMATO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DIHIDROERGOTAMINA + CAFEINA + PROPIFENAZONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PENICILINA G BENZATINICA + G POTASICA + G PROCAINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRIAZOLAM
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,VALERIANATO DE ESTRADIO + NOGESTREL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,BENZOATO DE ESTRADIOL + PROGESTERONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO DE PARGEVERINA + CLONIXINATO DE LISINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DEXAMETASONA + NEOMICINA + FENILEFRINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,IBUPROFENO DE 400 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FENOVERINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FLUOCINOLONA + BISMUTO + LIDOCAINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SULFATO DE NETILMICINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FLUOCINOLONA + NISTATINA + METRONIDAZOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LORATADINA + PSEUDOEFEDRINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FOSFOMICINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DICLOFENACO SODICO+TIAMINA+PIRIDOXINA+CIANOCOBALAMI
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DIMETICONA + PANTOTENATO DE CALCIO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,RIFAMICINA Y TRIMETROPIN
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HIDROXOCOBALAMIN+TIAMINA+PIRIDOXINA+METAMIZOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,AMOXICILINA + CLAVULANATO DE POTASIO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CIPROFLOXACINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TERIZIDONA Y FENAZOPIRIDINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ACIDO NALIDIXICO + FENAZOPIRIDINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,AMINOFENAZONA + BUFEMINA + DIFENILPIRALINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NORFENEFRINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO DE N-DIMETILAMINO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PARGEVERINA + METAMIZOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,POLIMALTOSADO FERRICO + ACIDO FOLICO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ACETATO DE METILPREDNISOLONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LISINA + BULTILHIOSCINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TIZANIDINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TROXERUTINA + CUMARINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PARACETAMOL+PSEUDOEFEDRINA+DEXTROMETORFANO+CLORFEN
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,BROMHEXINA + ORCIPRENALINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HIDROTALCITA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TIETILPERAZINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CAOLIN + NEOMICINA + PECTINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,YODOPOVIDONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NEOMICINA + CAOLIN COLOIDAL + PECTINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO DE DIFENHIDRAMINA+EFEDRINA+CITRA SODIO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PARACETAMOL+CAFEINA+FENILEFRINA+MALTO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METOCLOPRAMIDA+BROMELINA+PANCREATINA+DEHIDROCOLATO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PARACETAMOL + CAFEINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GLICERRITINICOALANTOINAEXTRACTO CUCUMISSATIVUS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LIOFILIZADO LATOBACILOS ACIDOFILOS CEPA BOUCARDII
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TEOFILINA ANHIDRA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DESOGESTREL .15 MG + ETINILESTRADIOL .03 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ACIDO SALICILICO+ACIDO LACTICO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MALEATO DE CLORFENAMINA 10 MG
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PIPERACINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DICLOFENACO DIETILAMONIO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ZIPRASIDONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ARIPIPRAZOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ISOTIPENDILO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,RISPERIDONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO DE TRIFLUOPERACINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MECLIZINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MELOXICAM
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO DE VENLAFAXINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PIPOTIAZINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,AZITROMICINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,BEZAFIBRATO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ACIDO ACETILSALICILICO + FENILEFRINA + CLORFENAMINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,BICARBONAO DE SODIO + ACIDO CITRICO + ACIDO ACETILSALIC
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FLUFENAZINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LEVOFLOXACINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MAPROTILINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,BUSPIRONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,BROMURO DE PINAVERIO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO DE BENCIDAMINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NAPROXENO SODICO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,KLARITROMICINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ESPECTINOMICINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PREDNISOLONA ACETATO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PRAVASTATINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,AMBROXOL + CLEMBUTEROL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LAMIVUDINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,EFAVIRENZ
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,INDINAVIR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DIDANOCINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MIRTAZAPINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CITALOPRAM
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO DE METILFENIDATO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CEFALEXINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ACIDO ZOLEDRONICO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SERRATIO PEPTIDASA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,STAVUDINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,RITONAVIR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SAQUINAVIR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ZALCITABINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ABACAVIR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NEVIRAPINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NELFINAVIR
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORFENAMINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DIMETICONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LACTOBACILOS
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NITAZOXANIDA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PASIFLORA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ACEXAMATO DE SODIO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ALGESTONA + ESTRADIOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PIPERIDOLATO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FLUMAZENIL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LEVONORGESTREL + ETINILESTRADIOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LORACEPAM
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MECLOZINA + PIRIDOXINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NIFURATEL + NISTATINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PANCREATINA + DIMETICONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PIRIMETAMINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,POLICRESULENO + CINCOCAINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FUMARATO DE QUETIAPINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TRITICUM VULGARE + FENOXIETANOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SUERO ORAL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,BROMHEXINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PIRIDOXINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ANFEBUTAMONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLONIDINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NALTREXONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FLUPENTIXOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,AMANTADINA + CLORFENAMINA + PARACETAMOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CHOLAL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,COBAMAMIDA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MAGALDRATO Y DIMETICONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ATOMOXETINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CIPROFLOXACINO + LIDOCAINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,BETAMETASONA + CLOTRIMAZOL + GENTAMICINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FLUOCINOLONA + CLIOQUINOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PICOSULFATO SODICO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,BENZOCAINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MALEATO DE FENIRAMINA + CLOHIDRATO DE NAFAZOLINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,METOCARBAMOL + ACIDO ACETILSALICILICO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLIOQUINOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,HOJA SEN+ACUSTIFOLIA DE CASSIA+TAMARINDO+BALDO DE C
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,POLIETILENGLICOL 3350
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,NORFLOXACINA + FENAZOPIRIDINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PARACETAMOL + CLORZOXAZONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,MEBEVERINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PIOGLITAZONA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,SALBUTAMOL + AMBROXOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,CLORHIDRATO DE BETAHISTINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ATORVASTATINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,RABEPRAZOL SODICO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DIOSMINA + HESPERIDINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GLIMEPIRIDA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,EBASTINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ACEXAMATO DE SODIO + SULFATO DE NEOMICINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,TENOXICAM
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,AMITRIPTILINA + DIACEPAM + PERFENACINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LOFLAZEPATO DE ETILO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,GEMCITABINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ACIDO ACETILSALICILICO + CAFEINA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,DEXTROMETORFANO + AMBROXOL
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,FAMOTIDINA + HIDROXIDO DE MAGNESIO + CARBONATO SODIO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,PSEUDOEFEDRINA + IBUPROFENO
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,LOPERAMIDA
EQUIPO Y MATERIAL MEDICO QUIMICO,MEDICINAS,ALUMINIO + MAGNESIO + DIMETICONA
